label,text,text_clean,tokens,tokens_stemmed,tokens_lemmatized,text_tokens,text_stemmed,text_lemmatized
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,"['japanese', 'proverb', 'one', 'none', 'must', 'indian', 'version', 'one', 'let', 'none', 'leave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']","['japanes', 'proverb', 'one', 'none', 'must', 'indian', 'version', 'one', 'let', 'none', 'leav', 'final', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']","['japanese', 'proverb', 'one', 'none', 'must', 'indian', 'version', 'one', 'let', 'none', 'leave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']",japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike,japanes proverb one none must indian version one let none leav final kerala version one stop none make strike,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,today i m not workin but not free oso gee thgt u workin at ur fren s shop,"['today', 'workin', 'free', 'oso', 'gee', 'thgt', 'workin', 'ur', 'fren', 'shop']","['today', 'workin', 'free', 'oso', 'gee', 'thgt', 'workin', 'ur', 'fren', 'shop']","['today', 'workin', 'free', 'oso', 'gee', 'thgt', 'workin', 'ur', 'fren', 'shop']",today workin free oso gee thgt workin ur fren shop,today workin free oso gee thgt workin ur fren shop,today workin free oso gee thgt workin ur fren shop
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,"['life', 'face', 'choices', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'know', 'heart', 'hoping', 'gudni']","['life', 'face', 'choic', 'toss', 'coin', 'becoz', 'settl', 'question', 'coin', 'air', 'know', 'heart', 'hope', 'gudni']","['life', 'face', 'choice', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'know', 'heart', 'hop', 'gudni']",life face choices toss coin becoz settle question coin air know heart hoping gudni,life face choic toss coin becoz settl question coin air know heart hope gudni,life face choice toss coin becoz settle question coin air know heart hop gudni
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,"['know', 'god', 'created', 'gap', 'fingers', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love']","['know', 'god', 'creat', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']","['know', 'god', 'create', 'gap', 'finger', 'one', 'make', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']",know god created gap fingers one made comes amp fills gaps holding hand love,know god creat gap finger one made come amp fill gap hold hand love,know god create gap finger one make come amp fill gap hold hand love
ham,I want to be there so i can kiss you and feel you next to me,i want to be there so i can kiss you and feel you next to me,"['want', 'kiss', 'feel', 'next']","['want', 'kiss', 'feel', 'next']","['want', 'kiss', 'feel', 'next']",want kiss feel next,want kiss feel next,want kiss feel next
ham,I am not at all happy with what you saying or doing,i am not at all happy with what you saying or doing,"['happy', 'saying']","['happi', 'say']","['happy', 'say']",happy saying,happi say,happy say
spam,Adult 18 Content Your video will be with you shortly,adult content your video will be with you shortly,"['adult', 'content', 'video', 'shortly']","['adult', 'content', 'video', 'shortli']","['adult', 'content', 'video', 'shortly']",adult content video shortly,adult content video shortli,adult content video shortly
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,"['ok', 'would', 'lovely', 'sure', 'think', 'wot', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'wot']","['ok', 'would', 'love', 'sure', 'think', 'wot', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'wot']","['ok', 'would', 'lovely', 'sure', 'think', 'wot', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'wot']",ok would lovely sure think wot want drinkin dancin eatin cinema wot,ok would love sure think wot want drinkin dancin eatin cinema wot,ok would lovely sure think wot want drinkin dancin eatin cinema wot
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,what i m saying is if you haven t explicitly told nora i know someone i m probably just not gonna bother,"['saying', 'explicitly', 'told', 'nora', 'know', 'someone', 'probably', 'gon', 'na', 'bother']","['say', 'explicitli', 'told', 'nora', 'know', 'someon', 'probabl', 'gon', 'na', 'bother']","['say', 'explicitly', 'tell', 'nora', 'know', 'someone', 'probably', 'gon', 'na', 'bother']",saying explicitly told nora know someone probably gon na bother,say explicitli told nora know someon probabl gon na bother,say explicitly tell nora know someone probably gon na bother
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa preferably at a kegger,"['says', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'preferably', 'kegger']","['say', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'prefer', 'kegger']","['say', 'hi', 'get', 'as', 'back', 'south', 'tampa', 'preferably', 'kegger']",says hi get ass back south tampa preferably kegger,say hi get ass back south tampa prefer kegger,say hi get as back south tampa preferably kegger
ham,Smith waste da.i wanna gayle.,smith waste da i wanna gayle,"['smith', 'waste', 'da', 'wan', 'na', 'gayle']","['smith', 'wast', 'da', 'wan', 'na', 'gayl']","['smith', 'waste', 'da', 'wan', 'na', 'gayle']",smith waste da wan na gayle,smith wast da wan na gayl,smith waste da wan na gayle
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum i ve sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,"['mum', 'sent', 'many', 'many', 'messages', 'since', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']","['mum', 'sent', 'mani', 'mani', 'messag', 'sinc', 'got', 'want', 'know', 'actual', 'get', 'enjoy', 'rest', 'day']","['mum', 'send', 'many', 'many', 'message', 'since', 'get', 'want', 'know', 'actually', 'get', 'enjoy', 'rest', 'day']",mum sent many many messages since got want know actually getting enjoy rest day,mum sent mani mani messag sinc got want know actual get enjoy rest day,mum send many many message since get want know actually get enjoy rest day
ham,"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around lt gt it is,"['aight', 'tomorrow', 'around', 'lt', 'gt']","['aight', 'tomorrow', 'around', 'lt', 'gt']","['aight', 'tomorrow', 'around', 'lt', 'gt']",aight tomorrow around lt gt,aight tomorrow around lt gt,aight tomorrow around lt gt
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,"['house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'lt', 'gt', 'th', 'january', 'public', 'holiday', 'govt', 'instituitions', 'closed', 'including', 'post', 'office', 'understand']","['hous', 'maid', 'murder', 'coz', 'man', 'murder', 'lt', 'gt', 'th', 'januari', 'public', 'holiday', 'govt', 'instituit', 'close', 'includ', 'post', 'offic', 'understand']","['house', 'maid', 'murderer', 'coz', 'man', 'murder', 'lt', 'gt', 'th', 'january', 'public', 'holiday', 'govt', 'instituitions', 'close', 'include', 'post', 'office', 'understand']",house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,house maid murderer coz man murder lt gt th january public holiday govt instituitions close include post office understand
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,"['chance', 'reality', 'fantasy', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']","['chanc', 'realiti', 'fantasi', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'nation', 'rate', 'call']","['chance', 'reality', 'fantasy', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']",chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call,chanc realiti fantasi show call per min ntt ltd po box croydon cr wb nation rate call,chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at how was your night,"['actually', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']","['actual', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']","['actually', 'first', 'time', 'go', 'bed', 'long', 'speak', 'woke', 'night']",actually first time went bed long spoke woke night,actual first time went bed long spoke woke night,actually first time go bed long speak woke night
ham,See you there! ,see you there,['see'],['see'],['see'],see,see,see
ham,I dont understand your message.,i dont understand your message,"['dont', 'understand', 'message']","['dont', 'understand', 'messag']","['dont', 'understand', 'message']",dont understand message,dont understand messag,dont understand message
ham,Crucify is c not s. You should have told me earlier.,crucify is c not s you should have told me earlier,"['crucify', 'told', 'earlier']","['crucifi', 'told', 'earlier']","['crucify', 'tell', 'early']",crucify told earlier,crucifi told earlier,crucify tell early
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",idk you keep saying that you re not but since he moved we keep butting heads over freedom vs responsibility and i m tired i have so much other shit to deal with that i m barely keeping myself together once this gets added to it,"['idk', 'keep', 'saying', 'since', 'moved', 'keep', 'butting', 'heads', 'freedom', 'vs', 'responsibility', 'tired', 'much', 'shit', 'deal', 'barely', 'keeping', 'together', 'gets', 'added']","['idk', 'keep', 'say', 'sinc', 'move', 'keep', 'but', 'head', 'freedom', 'vs', 'respons', 'tire', 'much', 'shit', 'deal', 'bare', 'keep', 'togeth', 'get', 'ad']","['idk', 'keep', 'say', 'since', 'move', 'keep', 'butt', 'head', 'freedom', 'vs', 'responsibility', 'tire', 'much', 'shit', 'deal', 'barely', 'keep', 'together', 'get', 'add']",idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added,idk keep say sinc move keep but head freedom vs respons tire much shit deal bare keep togeth get ad,idk keep say since move keep butt head freedom vs responsibility tire much shit deal barely keep together get add
ham,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key and fuck her come over anyway tho,"['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']","['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']","['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']",fuck cedar key fuck come anyway tho,fuck cedar key fuck come anyway tho,fuck cedar key fuck come anyway tho
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,"['twenty', 'past', 'five', 'said', 'train', 'durham', 'already', 'coz', 'reserved', 'seat']","['twenti', 'past', 'five', 'said', 'train', 'durham', 'alreadi', 'coz', 'reserv', 'seat']","['twenty', 'past', 'five', 'say', 'train', 'durham', 'already', 'coz', 'reserved', 'seat']",twenty past five said train durham already coz reserved seat,twenti past five said train durham alreadi coz reserv seat,twenty past five say train durham already coz reserved seat
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wc n xx,"['hey', 'boys', 'want', 'hot', 'xxx', 'pics', 'sent', 'direct', 'ur', 'phone', 'txt', 'porn', 'hrs', 'free', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wc', 'xx']","['hey', 'boy', 'want', 'hot', 'xxx', 'pic', 'sent', 'direct', 'ur', 'phone', 'txt', 'porn', 'hr', 'free', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wc', 'xx']","['hey', 'boys', 'want', 'hot', 'xxx', 'pic', 'send', 'direct', 'ur', 'phone', 'txt', 'porn', 'hr', 'free', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wc', 'xx']",hey boys want hot xxx pics sent direct ur phone txt porn hrs free per day stop text stopbcm sf wc xx,hey boy want hot xxx pic sent direct ur phone txt porn hr free per day stop text stopbcm sf wc xx,hey boys want hot xxx pic send direct ur phone txt porn hr free per day stop text stopbcm sf wc xx
